customer_id,ltv,churn_probability,customer_segment,retention_priority_score,retention_priority,recommended_action
9350-VLHMB,5999.849999999999,0.0,High Value Customer,28.07,Medium,Monitor and engage
9742-XOKTS,5999.849999999999,0.0,High Value Customer,28.07,Medium,Monitor and engage
3009-JWMPU,5998.5,0.0,High Value Customer,28.06,Medium,Monitor and engage
0839-JTCUD,5933.400000000001,0.005,High Value Customer,28.06,Medium,Monitor and engage
4827-DPADN,5997.599999999999,0.0,High Value Customer,28.06,Medium,Monitor and engage
1543-LLLFT,5996.3,0.0,High Value Customer,28.05,Medium,Monitor and engage
2987-BJXIK,5929.0,0.005,High Value Customer,28.04,Medium,Monitor and engage
4973-MGTON,5992.400000000001,0.0,High Value Customer,28.03,Medium,Monitor and engage
9572-WUKSB,89.69999999999999,0.46,Monitor,28.02,Medium,Monitor and engage
2239-JALAW,5988.5,0.0,High Value Customer,28.02,Medium,Monitor and engage
8690-ZVLCL,5984.0,0.0,High Value Customer,28.0,Medium,Monitor and engage
3893-JRNFS,2713.2,0.255,Low Priority,27.99,Medium,Monitor and engage
5035-PGZXH,5980.8,0.0,High Value Customer,27.98,Medium,Monitor and engage
3070-BDOQC,5979.0,0.0,High Value Customer,27.97,Medium,Monitor and engage
2883-ILGWO,5979.3,0.0,High Value Customer,27.97,Medium,Monitor and engage
5003-XZWWO,5978.2,0.0,High Value Customer,27.97,Medium,Monitor and engage
4010-YLMVT,5969.599999999999,0.0,High Value Customer,27.93,Medium,Monitor and engage
9614-RMGHA,5970.25,0.0,High Value Customer,27.93,Medium,Monitor and engage
6825-UYPFK,1738.8,0.33,Low Priority,27.93,Medium,Monitor and engage
4523-WXCEF,5964.9,0.0,High Value Customer,27.91,Medium,Monitor and engage
1409-PHXTF,5964.3,0.0,High Value Customer,27.9,Medium,Monitor and engage
2971-SGAFL,1023.75,0.385,Low Priority,27.89,Medium,Monitor and engage
9114-DPSIA,5832.0,0.01,High Value Customer,27.88,Medium,Monitor and engage
3870-MQAMG,5958.9,0.0,High Value Customer,27.88,Medium,Monitor and engage
9114-VEPUF,5958.2,0.0,High Value Customer,27.87,Medium,Monitor and engage
6771-XWBDM,5956.5,0.0,High Value Customer,27.87,Medium,Monitor and engage
6234-PFPXL,2109.8,0.3,Low Priority,27.87,Medium,Monitor and engage
3227-WLKLI,5950.75,0.0,High Value Customer,27.84,Medium,Monitor and engage
6352-GIGGQ,5949.599999999999,0.0,High Value Customer,27.83,Medium,Monitor and engage
5312-IRCFR,5942.4,0.0,High Value Customer,27.8,Medium,Monitor and engage
2977-CEBSX,5943.3,0.0,High Value Customer,27.8,Medium,Monitor and engage
3429-IFLEM,5491.849999999999,0.035,High Value Customer,27.79,Medium,Monitor and engage
3932-CMDTD,422.6,0.43,Monitor,27.78,Medium,Monitor and engage
2126-GSEGL,5936.0,0.0,High Value Customer,27.77,Medium,Monitor and engage
0581-BXBUB,291.0,0.44,Monitor,27.76,Medium,Monitor and engage
1725-IQNIY,5926.5,0.0,High Value Customer,27.73,Medium,Monitor and engage
7409-JURKQ,5925.4,0.0,High Value Customer,27.72,Medium,Monitor and engage
4291-TPNFG,5925.599999999999,0.0,High Value Customer,27.72,Medium,Monitor and engage
7964-ZRKKG,5922.8,0.0,High Value Customer,27.71,Medium,Monitor and engage
1414-YADCW,5922.0,0.0,High Value Customer,27.71,Medium,Monitor and engage
4619-EVPHY,1820.0,0.32,Low Priority,27.71,Medium,Monitor and engage
0348-SDKOL,5921.799999999999,0.0,High Value Customer,27.7,Medium,Monitor and engage
0015-UOCOJ,337.40000000000003,0.435,Monitor,27.68,Medium,Monitor and engage
4176-FXYBO,5915.7,0.0,High Value Customer,27.68,Medium,Monitor and engage
5016-IBERQ,1937.75,0.31,Low Priority,27.67,Medium,Monitor and engage
5197-LQXXH,5914.3,0.0,High Value Customer,27.67,Medium,Monitor and engage
9906-NHHVC,3477.5,0.19,High Value Customer,27.67,Medium,Monitor and engage
5285-MVEHD,5913.599999999999,0.0,High Value Customer,27.67,Medium,Monitor and engage
2302-OUZXB,5914.8,0.0,High Value Customer,27.67,Medium,Monitor and engage
8988-ECPJR,2706.4,0.25,Low Priority,27.66,Medium,Monitor and engage
8200-LGKSR,5907.2,0.0,High Value Customer,27.64,Medium,Monitor and engage
8677-HDZEE,5905.2,0.0,High Value Customer,27.63,Medium,Monitor and engage
5090-EMGTC,5902.95,0.0,High Value Customer,27.62,Medium,Monitor and engage
0130-SXOUN,5900.400000000001,0.0,High Value Customer,27.6,Medium,Monitor and engage
0899-WZRSD,5899.599999999999,0.0,High Value Customer,27.6,Medium,Monitor and engage
6908-VVYHM,5892.25,0.0,High Value Customer,27.57,Medium,Monitor and engage
7690-KPNCU,4675.2,0.095,High Value Customer,27.57,Medium,Monitor and engage
1170-SASML,5892.6,0.0,High Value Customer,27.57,Medium,Monitor and engage
0516-OOHAR,2809.8,0.24,Low Priority,27.55,Medium,Monitor and engage
0383-CLDDA,5889.15,0.0,High Value Customer,27.55,Medium,Monitor and engage
7603-USHJS,885.0,0.39,Low Priority,27.54,Medium,Monitor and engage
0898-XCGTF,5886.5,0.0,High Value Customer,27.54,Medium,Monitor and engage
5457-COLHT,5564.85,0.025,High Value Customer,27.53,Medium,Monitor and engage
3638-VBZTA,5882.0,0.0,High Value Customer,27.52,Medium,Monitor and engage
0016-QLJIS,5879.25,0.0,High Value Customer,27.51,Medium,Monitor and engage
4660-IRIBM,1582.2,0.335,Low Priority,27.5,Medium,Monitor and engage
1334-PDUKM,5878.6,0.0,High Value Customer,27.5,Medium,Monitor and engage
0595-ITUDF,5875.2,0.0,High Value Customer,27.49,Medium,Monitor and engage
0575-CUQOV,5877.0,0.0,High Value Customer,27.49,Medium,Monitor and engage
3224-DFQNQ,5874.0,0.0,High Value Customer,27.48,Medium,Monitor and engage
4188-FRABG,5873.849999999999,0.0,High Value Customer,27.48,Medium,Monitor and engage
4782-OSFXZ,5871.7,0.0,High Value Customer,27.47,Medium,Monitor and engage
4791-QRGMF,5870.5,0.0,High Value Customer,27.46,Medium,Monitor and engage
6103-LIANB,5870.5,0.0,High Value Customer,27.46,Medium,Monitor and engage
3349-ANQNH,5870.5,0.0,High Value Customer,27.46,Medium,Monitor and engage
4274-DRSQT,5867.400000000001,0.0,High Value Customer,27.45,Medium,Monitor and engage
6627-CFOSN,5867.55,0.0,High Value Customer,27.45,Medium,Monitor and engage
4612-THJBS,5866.0,0.0,High Value Customer,27.44,Medium,Monitor and engage
8008-ESFLK,5856.5,0.0,High Value Customer,27.4,Medium,Monitor and engage
0431-APWVY,2522.8,0.26,Low Priority,27.4,Medium,Monitor and engage
3092-IGHWF,5855.8,0.0,High Value Customer,27.4,Medium,Monitor and engage
4913-EHYUI,5854.8,0.0,High Value Customer,27.39,Medium,Monitor and engage
7998-WNZEM,5722.599999999999,0.01,High Value Customer,27.37,Medium,Monitor and engage
7398-LXGYX,3731.2,0.165,High Value Customer,27.36,Medium,Monitor and engage
9135-MGVPY,5844.3,0.0,High Value Customer,27.34,Medium,Monitor and engage
6283-GITPX,5459.900000000001,0.03,High Value Customer,27.34,Medium,Monitor and engage
6266-QHOJZ,5840.25,0.0,High Value Customer,27.32,Medium,Monitor and engage
2501-XWWTZ,772.2,0.395,Low Priority,27.31,Medium,Monitor and engage
8079-XRJRS,5833.75,0.0,High Value Customer,27.29,Medium,Monitor and engage
7666-WKRON,3137.55,0.21,High Value Customer,27.28,Medium,Monitor and engage
8782-NUUOL,4740.0,0.085,High Value Customer,27.28,Medium,Monitor and engage
9933-QRGTX,5832.0,0.0,High Value Customer,27.28,Medium,Monitor and engage
2651-ZCBXV,5832.0,0.0,High Value Customer,27.28,Medium,Monitor and engage
3487-EARAT,5187.0,0.05,High Value Customer,27.27,Medium,Monitor and engage
9391-YZEJW,5828.0,0.0,High Value Customer,27.27,Medium,Monitor and engage
0197-PNKNK,5827.05,0.0,High Value Customer,27.26,Medium,Monitor and engage
5494-WOZRZ,5822.0,0.0,High Value Customer,27.24,Medium,Monitor and engage
6847-KJLTS,5823.200000000001,0.0,High Value Customer,27.24,Medium,Monitor and engage
9823-EALYC,5821.2,0.0,High Value Customer,27.23,Medium,Monitor and engage
0988-AADSA,5821.2,0.0,High Value Customer,27.23,Medium,Monitor and engage
8091-TTVAX,5820.299999999999,0.0,High Value Customer,27.23,Medium,Monitor and engage
9675-ICXCT,5817.599999999999,0.0,High Value Customer,27.22,Medium,Monitor and engage
0562-FGDCR,5367.599999999999,0.035,High Value Customer,27.21,Medium,Monitor and engage
8146-QQKZH,5811.349999999999,0.0,High Value Customer,27.19,Medium,Monitor and engage
2211-RMNHO,5800.4,0.0,High Value Customer,27.14,Medium,Monitor and engage
1897-OKVMW,5798.4,0.0,High Value Customer,27.13,Medium,Monitor and engage
5014-WUQMG,4516.7,0.1,High Value Customer,27.13,Medium,Monitor and engage
1027-LKKQQ,5792.400000000001,0.0,High Value Customer,27.1,Medium,Monitor and engage
1813-JYWTO,5792.400000000001,0.0,High Value Customer,27.1,Medium,Monitor and engage
4377-VDHYI,2905.6,0.225,Low Priority,27.09,Medium,Monitor and engage
9979-RGMZT,658.35,0.4,Monitor,27.08,Medium,Monitor and engage
9249-FXSCK,5785.0,0.0,High Value Customer,27.06,Medium,Monitor and engage
2530-FMFXO,5779.2,0.0,High Value Customer,27.04,Medium,Monitor and engage
2378-YIZKA,5780.0,0.0,High Value Customer,27.04,Medium,Monitor and engage
4423-JWZJN,5776.0,0.0,High Value Customer,27.02,Medium,Monitor and engage
4350-ZTLPI,5774.35,0.0,High Value Customer,27.01,Medium,Monitor and engage
4884-TVUQF,5774.099999999999,0.0,High Value Customer,27.01,Medium,Monitor and engage
4900-MSOMT,5774.400000000001,0.0,High Value Customer,27.01,Medium,Monitor and engage
2990-OGYTD,5772.05,0.0,High Value Customer,27.0,Medium,Monitor and engage
0379-DJQHR,5450.45,0.025,High Value Customer,27.0,Medium,Monitor and engage
8840-DQLGN,3517.5,0.175,High Value Customer,26.96,Medium,Monitor and engage
7570-WELNY,5759.6,0.0,High Value Customer,26.95,Medium,Monitor and engage
1320-REHCS,5759.0,0.0,High Value Customer,26.94,Medium,Monitor and engage
4098-NAUKP,5756.200000000001,0.0,High Value Customer,26.93,Medium,Monitor and engage
5998-DZLYR,5755.349999999999,0.0,High Value Customer,26.93,Medium,Monitor and engage
5578-NKCXI,5756.5,0.0,High Value Customer,26.93,Medium,Monitor and engage
5297-MDOIR,5112.450000000001,0.05,High Value Customer,26.92,Medium,Monitor and engage
4237-RLAQD,45.85,0.445,Monitor,26.91,Medium,Monitor and engage
2371-KFUOG,5750.700000000001,0.0,High Value Customer,26.9,Medium,Monitor and engage
0407-BDJKB,5745.0,0.0,High Value Customer,26.88,Medium,Monitor and engage
7277-OZCGZ,1959.1,0.295,Low Priority,26.87,Medium,Monitor and engage
8883-ANODQ,5739.200000000001,0.0,High Value Customer,26.85,Medium,Monitor and engage
2675-DHUTR,5736.200000000001,0.0,High Value Customer,26.84,Medium,Monitor and engage
8384-FZBJK,5734.2,0.0,High Value Customer,26.83,Medium,Monitor and engage
3768-NLUBH,5734.2,0.0,High Value Customer,26.83,Medium,Monitor and engage
4513-CXYIX,5729.7,0.0,High Value Customer,26.81,Medium,Monitor and engage
9479-HYNYL,5729.7,0.0,High Value Customer,26.81,Medium,Monitor and engage
2251-PYLPB,5727.599999999999,0.0,High Value Customer,26.8,Medium,Monitor and engage
4088-YLDSU,5728.25,0.0,High Value Customer,26.8,Medium,Monitor and engage
6304-IJFSQ,149.7,0.435,Monitor,26.8,Medium,Monitor and engage
6331-LWDTQ,721.5,0.39,Low Priority,26.78,Medium,Monitor and engage
9488-FVZCC,5724.0,0.0,High Value Customer,26.78,Medium,Monitor and engage
0946-CLJTI,5724.6,0.0,High Value Customer,26.78,Medium,Monitor and engage
4742-DRORA,5724.0,0.0,High Value Customer,26.78,Medium,Monitor and engage
8226-BXGES,5724.8,0.0,High Value Customer,26.78,Medium,Monitor and engage
6655-LHBYW,5717.5,0.0,High Value Customer,26.75,Medium,Monitor and engage
0265-PSUAE,1611.2,0.32,Low Priority,26.74,Medium,Monitor and engage
4525-VZCZG,5715.9,0.0,High Value Customer,26.74,Medium,Monitor and engage
3214-IYUUQ,5715.7,0.0,High Value Customer,26.74,Medium,Monitor and engage
2234-EOFPT,5713.2,0.0,High Value Customer,26.73,Medium,Monitor and engage
0436-TWFFZ,5711.75,0.0,High Value Customer,26.72,Medium,Monitor and engage
1265-BCFEO,5711.95,0.0,High Value Customer,26.72,Medium,Monitor and engage
7898-PDWQE,5708.400000000001,0.0,High Value Customer,26.71,Medium,Monitor and engage
0036-IHMOT,5703.5,0.0,High Value Customer,26.68,Medium,Monitor and engage
4194-WHFCB,5702.35,0.0,High Value Customer,26.68,Medium,Monitor and engage
2235-EZAIK,5702.400000000001,0.0,High Value Customer,26.68,Medium,Monitor and engage
7560-QJAVJ,5572.0,0.01,High Value Customer,26.67,Medium,Monitor and engage
3005-TYFRD,5700.75,0.0,High Value Customer,26.67,Medium,Monitor and engage
7820-ZYGNY,5698.35,0.0,High Value Customer,26.66,Medium,Monitor and engage
9732-KPKBW,53.95,0.44,Monitor,26.65,Medium,Monitor and engage
7055-VKGDA,5691.6,0.0,High Value Customer,26.63,Medium,Monitor and engage
7564-GHCVB,5691.599999999999,0.0,High Value Customer,26.63,Medium,Monitor and engage
3584-WKTTW,5689.05,0.0,High Value Customer,26.62,Medium,Monitor and engage
9110-HSGTV,5689.05,0.0,High Value Customer,26.62,Medium,Monitor and engage
6946-LMSQS,2226.25,0.27,Low Priority,26.62,Medium,Monitor and engage
7649-SIJJF,5687.099999999999,0.0,High Value Customer,26.61,Medium,Monitor and engage
7851-FLGGQ,44.65,0.44,Monitor,26.61,Medium,Monitor and engage
2868-LLSKM,5688.200000000001,0.0,High Value Customer,26.61,Medium,Monitor and engage
7245-JMTTQ,5686.5,0.0,High Value Customer,26.6,Medium,Monitor and engage
1428-IEDPR,5683.599999999999,0.0,High Value Customer,26.59,Medium,Monitor and engage
2091-GPPIQ,5684.400000000001,0.0,High Value Customer,26.59,Medium,Monitor and engage
7722-CVFXN,5680.8,0.0,High Value Customer,26.58,Medium,Monitor and engage
6736-DHUQI,5681.599999999999,0.0,High Value Customer,26.58,Medium,Monitor and engage
8468-EHYJA,5680.05,0.0,High Value Customer,26.57,Medium,Monitor and engage
9065-ZCPQX,5677.2,0.0,High Value Customer,26.56,Medium,Monitor and engage
9412-ARGBX,4584.0,0.085,High Value Customer,26.55,Medium,Monitor and engage
8405-IGQFX,5673.15,0.0,High Value Customer,26.54,Medium,Monitor and engage
5485-ITNPC,5669.400000000001,0.0,High Value Customer,26.52,Medium,Monitor and engage
3679-XASPY,19.45,0.44,Monitor,26.49,Medium,Monitor and engage
7901-TBKJX,5658.8,0.0,High Value Customer,26.47,Medium,Monitor and engage
2824-DXNKN,5144.400000000001,0.04,High Value Customer,26.47,Medium,Monitor and engage
8645-KOMJQ,5654.55,0.0,High Value Customer,26.45,Medium,Monitor and engage
7173-TETGO,5652.0,0.0,High Value Customer,26.44,Medium,Monitor and engage
1150-FTQGN,5649.0,0.0,High Value Customer,26.43,Medium,Monitor and engage
8336-TAVKX,5648.400000000001,0.0,High Value Customer,26.43,Medium,Monitor and engage
6439-PKTRR,5649.0,0.0,High Value Customer,26.43,Medium,Monitor and engage
5514-YQENT,4557.150000000001,0.085,High Value Customer,26.42,Medium,Monitor and engage
0929-PECLO,5644.799999999999,0.0,High Value Customer,26.41,Medium,Monitor and engage
5334-JLAXU,5646.0,0.0,High Value Customer,26.41,Medium,Monitor and engage
6248-TKCQV,5642.0,0.0,High Value Customer,26.4,Medium,Monitor and engage
1625-JAIIY,5644.0,0.0,High Value Customer,26.4,Medium,Monitor and engage
3791-LGQCY,5636.400000000001,0.0,High Value Customer,26.37,Medium,Monitor and engage
2302-ANTDP,5637.6,0.0,High Value Customer,26.37,Medium,Monitor and engage
3889-VWBID,5633.799999999999,0.0,High Value Customer,26.36,Medium,Monitor and engage
0895-DQHEW,5632.2,0.0,High Value Customer,26.35,Medium,Monitor and engage
1187-WILMM,5632.200000000001,0.0,High Value Customer,26.35,Medium,Monitor and engage
3094-JOJAI,1334.7,0.335,Low Priority,26.34,Medium,Monitor and engage
5816-JMLGY,5628.0,0.0,High Value Customer,26.33,Medium,Monitor and engage
0455-ENTCR,5626.5,0.0,High Value Customer,26.32,Medium,Monitor and engage
9651-GTSAQ,5623.299999999999,0.0,High Value Customer,26.31,Medium,Monitor and engage
6794-HKIAJ,5623.400000000001,0.0,High Value Customer,26.31,Medium,Monitor and engage
5930-GBIWP,5623.5,0.0,High Value Customer,26.31,Medium,Monitor and engage
3657-COGMW,5621.2,0.0,High Value Customer,26.3,Medium,Monitor and engage
6353-BRMMA,5621.4,0.0,High Value Customer,26.3,Medium,Monitor and engage
7581-EBBOU,4209.0,0.11,High Value Customer,26.29,Medium,Monitor and engage
4833-QTJNO,5617.95,0.0,High Value Customer,26.28,Medium,Monitor and engage
4710-FDUIZ,5616.8,0.0,High Value Customer,26.28,Medium,Monitor and engage
9359-UGBTK,4847.45,0.06,High Value Customer,26.28,Medium,Monitor and engage
8766-PAFNE,5616.099999999999,0.0,High Value Customer,26.27,Medium,Monitor and engage
4501-UYKBC,3178.6,0.19,High Value Customer,26.27,Medium,Monitor and engage
7579-OOPEC,100.3,0.43,Monitor,26.27,Medium,Monitor and engage
0877-SDMBN,5613.3,0.0,High Value Customer,26.26,Medium,Monitor and engage
8231-BSWXX,5612.55,0.0,High Value Customer,26.26,Medium,Monitor and engage
9477-LGWQI,5610.5,0.0,High Value Customer,26.25,Medium,Monitor and engage
4526-ZJJTM,2210.0,0.265,Low Priority,26.24,Medium,Monitor and engage
5680-LQOGP,5606.6,0.0,High Value Customer,26.23,Medium,Monitor and engage
6158-HDPXZ,25.35,0.435,Monitor,26.22,Medium,Monitor and engage
4250-WAROZ,5595.0,0.0,High Value Customer,26.18,Medium,Monitor and engage
0678-RLHVP,5594.15,0.0,High Value Customer,26.17,Medium,Monitor and engage
0356-OBMAC,5594.400000000001,0.0,High Value Customer,26.17,Medium,Monitor and engage
0060-FUALY,5590.25,0.0,High Value Customer,26.15,Medium,Monitor and engage
1091-SOZGA,5588.8,0.0,High Value Customer,26.15,Medium,Monitor and engage
1310-QRITU,905.4,0.365,Low Priority,26.14,Medium,Monitor and engage
2805-EDJPQ,5586.0,0.0,High Value Customer,26.13,Medium,Monitor and engage
0254-KCJGT,4232.8,0.105,High Value Customer,26.1,Medium,Monitor and engage
3486-HOOGQ,5579.0,0.0,High Value Customer,26.1,Medium,Monitor and engage
2669-QVCRG,3333.3,0.175,High Value Customer,26.09,Medium,Monitor and engage
3982-DQLUS,5573.75,0.0,High Value Customer,26.08,Medium,Monitor and engage
4137-JOPHL,4485.0,0.085,High Value Customer,26.08,Medium,Monitor and engage
4462-CYWMH,5567.599999999999,0.0,High Value Customer,26.05,Medium,Monitor and engage
8623-ULFNQ,1717.3,0.3,Low Priority,26.03,Medium,Monitor and engage
1573-LGXBA,5560.349999999999,0.0,High Value Customer,26.01,Medium,Monitor and engage
4654-ULTTN,5236.0,0.025,High Value Customer,26.0,Medium,Monitor and engage
8469-SNFFH,5558.0,0.0,High Value Customer,26.0,Medium,Monitor and engage
0744-GKNGE,5555.2,0.0,High Value Customer,25.99,Medium,Monitor and engage
3780-YVMFA,548.4,0.39,Low Priority,25.97,Medium,Monitor and engage
2696-ECXKC,5549.5,0.0,High Value Customer,25.96,Medium,Monitor and engage
2931-VUVJN,5548.95,0.0,High Value Customer,25.96,Medium,Monitor and engage
7639-OPLNG,5547.5,0.0,High Value Customer,25.95,Medium,Monitor and engage
7233-PAHHL,5544.0,0.0,High Value Customer,25.94,Medium,Monitor and engage
6332-FBZRI,4646.45,0.07,High Value Customer,25.94,Medium,Monitor and engage
9050-QLROH,1632.6,0.305,Low Priority,25.94,Medium,Monitor and engage
7520-HQWJU,4451.7,0.085,High Value Customer,25.93,Medium,Monitor and engage
5915-ANOEI,5540.5,0.0,High Value Customer,25.92,Medium,Monitor and engage
3692-JHONH,5538.0,0.0,High Value Customer,25.91,Medium,Monitor and engage
8060-HIWJJ,5539.2,0.0,High Value Customer,25.91,Medium,Monitor and engage
0397-GZBBC,5537.15,0.0,High Value Customer,25.9,Medium,Monitor and engage
7508-DQAKK,5529.6,0.0,High Value Customer,25.87,Medium,Monitor and engage
9073-ZZIAY,5338.2,0.015,High Value Customer,25.87,Medium,Monitor and engage
1427-VERSM,5527.2,0.0,High Value Customer,25.86,Medium,Monitor and engage
2649-HWLYB,4949.75,0.045,High Value Customer,25.86,Medium,Monitor and engage
3374-TTZTK,5527.599999999999,0.0,High Value Customer,25.86,Medium,Monitor and engage
8166-ORCHU,3087.15,0.19,High Value Customer,25.84,Medium,Monitor and engage
1832-PEUTS,5524.2,0.0,High Value Customer,25.84,Medium,Monitor and engage
5828-DWPIL,5524.2,0.0,High Value Customer,25.84,Medium,Monitor and engage
2208-UGTGR,5521.599999999999,0.0,High Value Customer,25.83,Medium,Monitor and engage
2391-SOORI,197.4,0.415,Monitor,25.82,Medium,Monitor and engage
5446-DKWYW,3977.2,0.12,High Value Customer,25.81,Medium,Monitor and engage
9289-LBQVU,4489.6,0.08,High Value Customer,25.8,Medium,Monitor and engage
2927-CVULT,5514.65,0.0,High Value Customer,25.8,Medium,Monitor and engage
6916-HIJSE,5515.25,0.0,High Value Customer,25.8,Medium,Monitor and engage
1036-GUDCL,4743.0,0.06,High Value Customer,25.79,Medium,Monitor and engage
6300-BWMJX,5507.65,0.0,High Value Customer,25.77,Medium,Monitor and engage
3162-KKZXO,5508.25,0.0,High Value Customer,25.77,Medium,Monitor and engage
8722-PRFDV,5506.05,0.0,High Value Customer,25.76,Medium,Monitor and engage
6646-VRFOL,5504.049999999999,0.0,High Value Customer,25.75,Medium,Monitor and engage
2929-QNSRW,5502.0,0.0,High Value Customer,25.74,Medium,Monitor and engage
2203-GHNWN,1911.6,0.28,Low Priority,25.74,Medium,Monitor and engage
0727-BMPLR,5500.0,0.0,High Value Customer,25.73,Medium,Monitor and engage
8338-QIUNR,4788.0,0.055,High Value Customer,25.7,Medium,Monitor and engage
1492-KGETH,5484.5,0.0,High Value Customer,25.66,Medium,Monitor and engage
2200-DSAAL,5484.200000000001,0.0,High Value Customer,25.66,Medium,Monitor and engage
5013-SBUIH,5482.5,0.0,High Value Customer,25.65,Medium,Monitor and engage
0237-YFUTL,5482.5,0.0,High Value Customer,25.65,Medium,Monitor and engage
5736-YEJAX,5482.05,0.0,High Value Customer,25.65,Medium,Monitor and engage
0406-BPDVR,5481.0,0.0,High Value Customer,25.64,Medium,Monitor and engage
9036-CSKBW,5479.95,0.0,High Value Customer,25.64,Medium,Monitor and engage
2040-LDIWQ,5473.0,0.0,High Value Customer,25.6,Medium,Monitor and engage
5887-IKKYO,5472.299999999999,0.0,High Value Customer,25.6,Medium,Monitor and engage
5443-SCMKX,5469.4,0.0,High Value Customer,25.59,Medium,Monitor and engage
2863-IMQDR,5468.650000000001,0.0,High Value Customer,25.58,Medium,Monitor and engage
6670-MFRPK,5464.8,0.0,High Value Customer,25.57,Medium,Monitor and engage
