customer_id,ltv,ltv_segment,churn_risk,customer_segment
9138-EFSMO,2052.7000000000003,Medium Value,Low Risk,Low Priority
9919-YLNNG,4359.599999999999,High Value,Low Risk,High Value Customer
9253-VIFJQ,4358.25,High Value,Low Risk,High Value Customer
0337-CNPZE,4358.3,High Value,Low Risk,High Value Customer
9281-CEDRU,4358.799999999999,High Value,Low Risk,High Value Customer
8705-DWKTI,4357.599999999999,High Value,Low Risk,High Value Customer
3911-RSNHI,4359.4,High Value,Low Risk,High Value Customer
4973-RLZVI,2239.5,Medium Value,Low Risk,Low Priority
0824-VWDPO,4353.75,High Value,Low Risk,High Value Customer
2770-NSVDG,698.4000000000001,Low Value,Low Risk,Low Priority
2927-QRRQV,4353.900000000001,High Value,Low Risk,High Value Customer
8144-DGHXP,4352.4,High Value,Low Risk,High Value Customer
7113-HIPFI,4346.099999999999,High Value,Low Risk,High Value Customer
8374-XGEJJ,4343.0,High Value,Low Risk,High Value Customer
0531-XBKMM,4336.2,High Value,Low Risk,High Value Customer
2040-OBMLJ,2532.7000000000003,Medium Value,Low Risk,Low Priority
2451-YMUXS,4324.849999999999,High Value,Low Risk,High Value Customer
9681-KYGYB,4321.8,High Value,Low Risk,High Value Customer
0440-QEXBZ,2206.6,Medium Value,Low Risk,Low Priority
9880-TDQAC,4320.0,High Value,Low Risk,High Value Customer
0134-XWXCE,3293.4,High Value,Low Risk,High Value Customer
6950-TWMYB,4317.3,High Value,Low Risk,High Value Customer
9495-SKLKD,4317.75,High Value,Low Risk,High Value Customer
3466-WAESX,1105.6,Medium Value,Low Risk,Low Priority
5243-SAOTC,4311.9,High Value,Low Risk,High Value Customer
8178-EYZUO,4310.2,High Value,Low Risk,High Value Customer
9381-NDKME,975.6,Low Value,Low Risk,Low Priority
3915-ODIYG,4305.0,High Value,Low Risk,High Value Customer
0885-HMGPY,4302.8,High Value,Low Risk,High Value Customer
8023-QHAIO,4303.599999999999,High Value,Low Risk,High Value Customer
7921-BEPCI,4302.0,High Value,Low Risk,High Value Customer
7486-KSRVI,4300.0,High Value,Low Risk,High Value Customer
8623-TMRBY,4294.2,High Value,Low Risk,High Value Customer
2330-PQGDQ,4294.2,High Value,Low Risk,High Value Customer
6987-XQSJT,4293.0,High Value,Low Risk,High Value Customer
9851-QXEEQ,4292.7,High Value,Low Risk,High Value Customer
2080-CAZNM,4280.400000000001,High Value,Low Risk,High Value Customer
8952-WCVCD,4282.45,High Value,Low Risk,High Value Customer
0813-TAXXS,4279.0,High Value,Low Risk,High Value Customer
3720-DBRWL,4276.349999999999,High Value,Low Risk,High Value Customer
5536-SLHPM,4276.25,High Value,Low Risk,High Value Customer
3537-HPKQT,4276.25,High Value,Low Risk,High Value Customer
7607-QKKTJ,4275.0,High Value,Low Risk,High Value Customer
5206-XZZQI,4271.799999999999,High Value,Low Risk,High Value Customer
1723-HKXJQ,4273.5,High Value,Low Risk,High Value Customer
0916-KNFAJ,4263.900000000001,High Value,Low Risk,High Value Customer
4332-MUOEZ,1886.0,Medium Value,Low Risk,Low Priority
3069-SSVSN,25.85,Low Value,Low Risk,Low Priority
5076-YVXCM,4253.400000000001,High Value,Low Risk,High Value Customer
2123-VSCOT,4253.9,High Value,Low Risk,High Value Customer
9224-VTYID,4253.5,High Value,Low Risk,High Value Customer
3585-YNADK,4252.2,High Value,Low Risk,High Value Customer
4369-NYSCF,4242.0,High Value,Low Risk,High Value Customer
6023-GSSXW,4240.05,High Value,Low Risk,High Value Customer
8564-LDKFL,4240.0,High Value,Low Risk,High Value Customer
0774-RMNUW,4238.7,High Value,Low Risk,High Value Customer
9640-ZSLDC,3211.8,High Value,Low Risk,High Value Customer
0691-NIKRI,4238.0,High Value,Low Risk,High Value Customer
9220-CXRSC,4236.599999999999,High Value,Low Risk,High Value Customer
3796-ENZGF,4236.75,High Value,Low Risk,High Value Customer
8647-SDTWQ,4235.099999999999,High Value,Low Risk,High Value Customer
6169-PGNCD,4235.099999999999,High Value,Low Risk,High Value Customer
4942-VZZOM,4233.6,High Value,Low Risk,High Value Customer
3154-CFSZG,4232.349999999999,High Value,Low Risk,High Value Customer
1459-QNFQT,4165.0,High Value,Low Risk,High Value Customer
5980-NOPLP,4228.4,High Value,Low Risk,High Value Customer
1608-GMEWB,4225.5,High Value,Low Risk,High Value Customer
7781-EWARA,4224.5,High Value,Low Risk,High Value Customer
3194-ORPIK,4220.0,High Value,Low Risk,High Value Customer
4701-AHWMW,3000.25,High Value,Low Risk,High Value Customer
8216-AZUUZ,4216.8,High Value,Low Risk,High Value Customer
5387-ASZNZ,4214.1,High Value,Low Risk,High Value Customer
8548-AWOFC,4214.1,High Value,Low Risk,High Value Customer
9055-MOJJJ,4211.2,High Value,Low Risk,High Value Customer
9541-PWTWO,4209.400000000001,High Value,Low Risk,High Value Customer
9356-AXGMP,4206.6,High Value,Low Risk,High Value Customer
3161-ONRWK,3951.0,High Value,Low Risk,High Value Customer
7055-HNEOJ,167.39999999999998,Low Value,Low Risk,Low Priority
3058-HJCUY,4206.599999999999,High Value,Low Risk,High Value Customer
1309-XGFSN,4204.2,High Value,Low Risk,High Value Customer
9842-EFSYY,228.8,Low Value,Low Risk,Low Priority
9308-ANMVE,2599.1,Medium Value,Low Risk,Low Priority
9955-QOPOY,4195.2,High Value,Low Risk,High Value Customer
4135-FRWKJ,4193.75,High Value,Low Risk,High Value Customer
9412-GHEEC,4192.0,High Value,Low Risk,High Value Customer
0725-CXOTM,3227.4,High Value,Low Risk,High Value Customer
2270-CHBFN,4184.4,High Value,Low Risk,High Value Customer
7432-FFVAR,4183.7,High Value,Low Risk,High Value Customer
0093-XWZFY,4180.0,High Value,Low Risk,High Value Customer
0419-YAAPX,4179.7,High Value,Low Risk,High Value Customer
8985-OOPOS,74.1,Low Value,Low Risk,Low Priority
8019-ENHXU,4176.900000000001,High Value,Low Risk,High Value Customer
5343-SGUBI,4170.400000000001,High Value,Low Risk,High Value Customer
5371-VYLSX,4170.0,High Value,Low Risk,High Value Customer
0580-PIQHM,4165.599999999999,High Value,Low Risk,High Value Customer
4981-FLTMF,3716.4,High Value,Low Risk,High Value Customer
6614-YOLAC,4164.15,High Value,Low Risk,High Value Customer
8181-YHCMF,4100.4,High Value,Low Risk,High Value Customer
3982-XWFZQ,2110.5,Medium Value,Low Risk,Low Priority
0815-MFZGM,4158.0,High Value,Low Risk,High Value Customer
8039-EQPIM,4157.25,High Value,Low Risk,High Value Customer
3410-MHHUM,4153.6,High Value,Low Risk,High Value Customer
7162-WPHPM,4152.799999999999,High Value,Low Risk,High Value Customer
2541-YGPKE,2675.4,Medium Value,Low Risk,Low Priority
6897-RWMUB,4151.05,High Value,Low Risk,High Value Customer
7048-GXDAY,4149.6,High Value,Low Risk,High Value Customer
7639-LIAYI,4147.0,High Value,Low Risk,High Value Customer
9825-YCXWZ,4145.099999999999,High Value,Low Risk,High Value Customer
3714-NTNFO,4140.5,High Value,Low Risk,High Value Customer
6172-FECYY,4140.5,High Value,Low Risk,High Value Customer
3787-TRIAL,547.0500000000001,Low Value,Low Risk,Low Priority
0114-IGABW,4135.75,High Value,Low Risk,High Value Customer
1450-SKCVI,4135.599999999999,High Value,Low Risk,High Value Customer
1205-WNWPJ,416.5,Low Value,Low Risk,Low Priority
0112-QWPNC,4133.15,High Value,Low Risk,High Value Customer
2408-PSJVE,2723.6,Medium Value,Low Risk,Low Priority
4138-NAXED,4131.0,High Value,Low Risk,High Value Customer
8404-VIOMB,4125.0,High Value,Low Risk,High Value Customer
3696-XRIEN,4125.0,High Value,Low Risk,High Value Customer
5906-DVAPM,4125.0,High Value,Low Risk,High Value Customer
6075-QMNRR,2587.0,Medium Value,Low Risk,Low Priority
0993-OSGPT,4124.2,High Value,Low Risk,High Value Customer
7306-YDSOI,4122.75,High Value,Low Risk,High Value Customer
8331-ZXFOE,4123.799999999999,High Value,Low Risk,High Value Customer
2309-OSFEU,339.0,Low Value,Low Risk,Low Priority
8111-SLLHI,4120.35,High Value,Low Risk,High Value Customer
1960-UOTYM,4118.400000000001,High Value,Low Risk,High Value Customer
3404-JNXAX,4118.25,High Value,Low Risk,High Value Customer
5951-AOFIH,2191.2000000000003,Medium Value,Low Risk,Low Priority
6898-MDLZW,645.0,Low Value,Low Risk,Low Priority
3352-ALMCK,4106.0,High Value,Low Risk,High Value Customer
4849-PYRLQ,4102.0,High Value,Low Risk,High Value Customer
7247-XOZPB,4102.200000000001,High Value,Low Risk,High Value Customer
1936-CZAKF,2432.85,Medium Value,Low Risk,Low Priority
0178-SZBHO,4098.400000000001,High Value,Low Risk,High Value Customer
9357-UJRUN,1400.4,Medium Value,Low Risk,Low Priority
2845-AFFTX,4091.8,High Value,Low Risk,High Value Customer
8821-KVZKQ,4088.0,High Value,Low Risk,High Value Customer
0943-ZQPXH,4089.8,High Value,Low Risk,High Value Customer
8400-WZICQ,3063.5,High Value,Low Risk,High Value Customer
0840-DCNZE,4086.65,High Value,Low Risk,High Value Customer
6164-HAQTX,3830.45,High Value,Low Risk,High Value Customer
5693-PIPCS,4085.65,High Value,Low Risk,High Value Customer
1837-YQUCE,4084.5,High Value,Low Risk,High Value Customer
2359-QWQUL,4083.3,High Value,Low Risk,High Value Customer
3740-RLMVT,4083.65,High Value,Low Risk,High Value Customer
0743-HRVFF,2863.65,Medium Value,Low Risk,Low Priority
5600-PDUJF,297.0,Low Value,Low Risk,Low Priority
1591-NFNLQ,4080.0,High Value,Low Risk,High Value Customer
9833-TGFHX,4078.2,High Value,Low Risk,High Value Customer
5795-BKOYE,4077.9,High Value,Low Risk,High Value Customer
0872-CASZJ,4076.9,High Value,Low Risk,High Value Customer
2474-BRUCM,4074.0,High Value,Low Risk,High Value Customer
8401-EMUWF,2914.8,Medium Value,Low Risk,Low Priority
4295-YURET,4065.6,High Value,Low Risk,High Value Customer
0556-FJEGU,4065.8,High Value,Low Risk,High Value Customer
9699-UBQFS,4063.5,High Value,Low Risk,High Value Customer
0549-CYCQN,4059.6,High Value,Low Risk,High Value Customer
8597-CWYHH,4057.05,High Value,Low Risk,High Value Customer
6872-HXFNF,3734.4,High Value,Low Risk,High Value Customer
2969-VAPYH,4053.5,High Value,Low Risk,High Value Customer
0533-UCAAU,4052.7,High Value,Low Risk,High Value Customer
4289-DTDKW,4052.0,High Value,Low Risk,High Value Customer
5229-DTFYB,4050.8,High Value,Low Risk,High Value Customer
5317-FLPJF,4049.1,High Value,Low Risk,High Value Customer
6695-FRVEC,4046.8,High Value,Low Risk,High Value Customer
0214-JHPFW,4046.0,High Value,Low Risk,High Value Customer
3452-ABWRL,4044.35,High Value,Low Risk,High Value Customer
4039-PIMHX,2440.2,Medium Value,Low Risk,Low Priority
1221-GHZEP,4036.2,High Value,Low Risk,High Value Customer
9801-GDWGV,4034.55,High Value,Low Risk,High Value Customer
3128-YOVTD,4036.65,High Value,Low Risk,High Value Customer
5993-JSUWV,4035.9,High Value,Low Risk,High Value Customer
1866-RZZQS,4034.4,High Value,Low Risk,High Value Customer
6288-CHQJB,3777.3,High Value,Low Risk,High Value Customer
3594-UVONA,3008.25,High Value,Low Risk,High Value Customer
9209-NWPGU,2877.6000000000004,Medium Value,Low Risk,Low Priority
0536-ESJEP,4025.7,High Value,Low Risk,High Value Customer
5196-WPYOW,4023.35,High Value,Low Risk,High Value Customer
5312-UXESG,4020.05,High Value,Low Risk,High Value Customer
2869-ADAWR,4018.5,High Value,Low Risk,High Value Customer
6686-YPGHK,4018.5,High Value,Low Risk,High Value Customer
6233-HXJMX,4018.5,High Value,Low Risk,High Value Customer
2195-VVRJF,1063.8,Medium Value,Low Risk,Low Priority
4626-OZDTJ,4011.15,High Value,Low Risk,High Value Customer
4690-PKDQG,4013.1,High Value,Low Risk,High Value Customer
4702-HDRKD,3306.4500000000003,High Value,Low Risk,High Value Customer
0945-TSONX,4009.1,High Value,Low Risk,High Value Customer
4188-PCPIG,4009.95,High Value,Low Risk,High Value Customer
2195-ZRVAX,4009.1,High Value,Low Risk,High Value Customer
2639-UGMAZ,4007.95,High Value,Low Risk,High Value Customer
2314-TNDJQ,4006.8,High Value,Low Risk,High Value Customer
8822-KNBHV,4005.6,High Value,Low Risk,High Value Customer
7248-VZQLC,4004.4,High Value,Low Risk,High Value Customer
5073-RZGBK,4002.5,High Value,Low Risk,High Value Customer
9786-YWNHU,4003.65,High Value,Low Risk,High Value Customer
7547-EKNFS,4000.5,High Value,Low Risk,High Value Customer
9374-YOLBJ,19.25,Low Value,Low Risk,Low Priority
5188-HGMLP,3996.0,High Value,Low Risk,High Value Customer
9978-HYCIN,3992.65,High Value,Low Risk,High Value Customer
3179-GBRWV,1363.95,Medium Value,Low Risk,Low Priority
6348-SNFUS,3992.4,High Value,Low Risk,High Value Customer
3951-NJCVI,3992.1,High Value,Low Risk,High Value Customer
4111-BNXIF,3989.85,High Value,Low Risk,High Value Customer
6518-LGAOV,3990.0,High Value,Low Risk,High Value Customer
2580-ATZSQ,3987.75,High Value,Low Risk,High Value Customer
8679-LZBMD,3988.6,High Value,Low Risk,High Value Customer
8050-DVOJX,3986.15,High Value,Low Risk,High Value Customer
6807-SIWJI,3984.3,High Value,Low Risk,High Value Customer
6463-MVYRY,3981.45,High Value,Low Risk,High Value Customer
4524-QCSSM,1160.9,Medium Value,Low Risk,Low Priority
4992-LTJNE,3981.6,High Value,Low Risk,High Value Customer
8158-WPEZG,392.15,Low Value,Low Risk,Low Priority
5977-CKHON,3979.65,High Value,Low Risk,High Value Customer
8782-LKFPK,3977.6,High Value,Low Risk,High Value Customer
0602-DDUML,3975.75,High Value,Low Risk,High Value Customer
0263-FJTQO,3525.0,High Value,Low Risk,High Value Customer
6061-GWWAV,2878.2000000000003,Medium Value,Low Risk,Low Priority
1474-JUWSM,3967.2,High Value,Low Risk,High Value Customer
5197-PYEPU,3966.9,High Value,Low Risk,High Value Customer
2347-WKKAE,3964.8,High Value,Low Risk,High Value Customer
9786-IJYDL,3962.0,High Value,Low Risk,High Value Customer
6152-ONASV,3961.0,High Value,Low Risk,High Value Customer
8708-XPXHZ,3956.4,High Value,Low Risk,High Value Customer
9776-CLUJA,3952.5,High Value,Low Risk,High Value Customer
4374-YMUSQ,3952.5,High Value,Low Risk,High Value Customer
9695-IDRZR,3949.1,High Value,Low Risk,High Value Customer
3413-CSSTH,2283.7000000000003,Medium Value,Low Risk,Low Priority
0147-ESWWR,3948.75,High Value,Low Risk,High Value Customer
8232-CTLKO,3943.5,High Value,Low Risk,High Value Customer
5712-AHQNN,3940.95,High Value,Low Risk,High Value Customer
2832-KJCRD,3938.7,High Value,Low Risk,High Value Customer
7716-YTYHG,3938.4,High Value,Low Risk,High Value Customer
0297-RBCSG,1241.65,Medium Value,Low Risk,Low Priority
0668-OGMHD,598.5,Low Value,Low Risk,Low Priority
6388-TABGU,3481.3,High Value,Low Risk,High Value Customer
7619-PLRLP,3927.3,High Value,Low Risk,High Value Customer
5996-NRVXR,3926.0,High Value,Low Risk,High Value Customer
6439-GTPCA,3926.25,High Value,Low Risk,High Value Customer
5857-TYBCJ,3924.8,High Value,Low Risk,High Value Customer
5681-LLOEI,3923.75,High Value,Low Risk,High Value Customer
9391-DXGGG,3922.6,High Value,Low Risk,High Value Customer
2108-YKQTY,202.8,Low Value,Low Risk,Low Priority
2546-KZAAT,3920.8,High Value,Low Risk,High Value Customer
6173-ITPWD,3917.45,High Value,Low Risk,High Value Customer
1116-DXXDF,3917.55,High Value,Low Risk,High Value Customer
5533-RJFTJ,1479.8,Medium Value,Low Risk,Low Priority
5318-YKDPV,3403.4500000000003,High Value,Low Risk,High Value Customer
3055-OYMSE,3911.4,High Value,Low Risk,High Value Customer
2746-DIJLO,2308.3,Medium Value,Low Risk,Low Priority
9633-DENPU,2754.2000000000003,Medium Value,Low Risk,Low Priority
5756-OZRIO,3907.05,High Value,Low Risk,High Value Customer
2606-RMDHZ,183.0,Low Value,Low Risk,Low Priority
6034-ZRYCV,3902.4,High Value,Low Risk,High Value Customer
8169-SAEJD,3901.95,High Value,Low Risk,High Value Customer
3572-UOLYZ,3900.8,High Value,Low Risk,High Value Customer
9386-LDCZR,3897.95,High Value,Low Risk,High Value Customer
0089-IIQKO,3898.05,High Value,Low Risk,High Value Customer
7833-PKIHD,3896.4,High Value,Low Risk,High Value Customer
8316-BBQAY,3896.75,High Value,Low Risk,High Value Customer
0096-BXERS,302.1,Low Value,Low Risk,Low Priority
2453-SAFNS,3893.4,High Value,Low Risk,High Value Customer
0420-HLGXF,3890.25,High Value,Low Risk,High Value Customer
2359-KLTEK,3890.9,High Value,Low Risk,High Value Customer
6345-ULYRW,3889.6,High Value,Low Risk,High Value Customer
1972-XMUWV,3887.0,High Value,Low Risk,High Value Customer
6898-RBTLU,3885.7,High Value,Low Risk,High Value Customer
7945-HLKEA,3885.0,High Value,Low Risk,High Value Customer
5981-ITEMU,3884.0,High Value,Low Risk,High Value Customer
8012-SOUDQ,3880.75,High Value,Low Risk,High Value Customer
9688-YGXVR,3878.6,High Value,Low Risk,High Value Customer
5439-WIKXB,3876.55,High Value,Low Risk,High Value Customer
4118-CEVPF,3878.0,High Value,Low Risk,High Value Customer
1697-BCSHV,3874.4,High Value,Low Risk,High Value Customer
0239-OXEXL,3875.5,High Value,Low Risk,High Value Customer
7876-BEUTG,732.0,Low Value,Low Risk,Low Priority
7596-ZYWBB,3874.0,High Value,Low Risk,High Value Customer
0739-UUAJR,3873.6,High Value,Low Risk,High Value Customer
4879-GZLFH,3870.3,High Value,Low Risk,High Value Customer
7688-AWMDX,3869.5,High Value,Low Risk,High Value Customer
5274-XHAKY,3866.3,High Value,Low Risk,High Value Customer
5370-IIVVL,3866.5,High Value,Low Risk,High Value Customer
2581-VKIRT,3864.5,High Value,Low Risk,High Value Customer
3704-IEAXF,3862.8,High Value,Low Risk,High Value Customer
7129-ACFOG,269.0,Low Value,Low Risk,Low Priority
6563-VNPMN,3856.5,High Value,Low Risk,High Value Customer
5751-USDBL,3726.0,High Value,Low Risk,High Value Customer
4657-FWVFY,3854.0,High Value,Low Risk,High Value Customer
5791-KAJFD,3850.0,High Value,Low Risk,High Value Customer
2856-NNASM,3850.65,High Value,Low Risk,High Value Customer
4114-QMKVN,3850.0,High Value,Low Risk,High Value Customer
0810-DHDBD,3848.0,High Value,Low Risk,High Value Customer
3174-RKMOW,3848.25,High Value,Low Risk,High Value Customer
4256-ZWTZI,255.0,Low Value,Low Risk,Low Priority
9888-ZCUMM,3843.2,High Value,Low Risk,High Value Customer
3167-SNQPL,3843.7,High Value,Low Risk,High Value Customer
9795-SHUHB,3841.2,High Value,Low Risk,High Value Customer
9962-BFPDU,20.05,Low Value,Low Risk,Low Priority
8630-QSGXK,3835.2,High Value,Low Risk,High Value Customer
1209-VFFOC,3835.2,High Value,Low Risk,High Value Customer
8450-JOVAH,113.4,Low Value,Low Risk,Low Priority
9359-JANWS,3828.5,High Value,Low Risk,High Value Customer
0253-ZTEOB,3823.2,High Value,Low Risk,High Value Customer
7696-AMHOD,3822.0,High Value,Low Risk,High Value Customer
4906-ZHGPK,3817.8,High Value,Low Risk,High Value Customer
1621-YNCJH,3817.8,High Value,Low Risk,High Value Customer
3863-QSTYI,3814.35,High Value,Low Risk,High Value Customer
6317-YPKDH,29.95,Low Value,Low Risk,Low Priority
4012-YCFAI,3681.0,High Value,Low Risk,High Value Customer
9758-MFWGD,1435.1999999999998,Medium Value,Low Risk,Low Priority
6770-XUAGN,21.0,Low Value,Low Risk,Low Priority
8868-GAGIO,3804.75,High Value,Low Risk,High Value Customer
3067-SVMTC,3801.2,High Value,Low Risk,High Value Customer
1303-SRDOK,3797.75,High Value,Low Risk,High Value Customer
8999-YPYBV,3795.75,High Value,Low Risk,High Value Customer
7693-QPEFS,3793.4,High Value,Low Risk,High Value Customer
8741-LQOBK,1612.3,Medium Value,Low Risk,Low Priority
5981-ZVXOT,3792.25,High Value,Low Risk,High Value Customer
6522-OIQSX,3791.55,High Value,Low Risk,High Value Customer
1194-BHJYC,3791.15,High Value,Low Risk,High Value Customer
8777-PVYGU,3343.6,High Value,Low Risk,High Value Customer
9917-KWRBE,3212.35,High Value,Low Risk,High Value Customer
