customer_id,churn_probability,churn_risk,ltv,customer_segment,retention_priority_score,retention_priority
9443-JUBUO,0.0,Low Risk,4698.0,High Value Customer,21.98,Low
7860-UXCRM,0.0,Low Risk,4693.5,High Value Customer,21.96,Low
7781-HVGMK,0.0,Low Risk,4694.400000000001,High Value Customer,21.96,Low
4361-BKAXE,0.0,Low Risk,4694.5,High Value Customer,21.96,Low
9242-TKFSV,0.0,Low Risk,4687.2,High Value Customer,21.93,Low
4648-YPBTM,0.06,Low Risk,3916.7,High Value Customer,21.92,Low
8610-WFCJF,0.0,Low Risk,4684.4,High Value Customer,21.92,Low
4128-ETESU,0.0,Low Risk,4685.900000000001,High Value Customer,21.92,Low
5996-EBTKM,0.0,Low Risk,4683.3,High Value Customer,21.91,Low
2404-JIBFC,0.0,Low Risk,4680.5,High Value Customer,21.9,Low
3541-ZNUHK,0.0,Low Risk,4680.5,High Value Customer,21.9,Low
7824-PANSQ,0.0,Low Risk,4677.700000000001,High Value Customer,21.88,Low
4334-HOWRP,0.0,Low Risk,4676.400000000001,High Value Customer,21.88,Low
8016-ZMGMO,0.0,Low Risk,4676.099999999999,High Value Customer,21.88,Low
3316-UWXUY,0.0,Low Risk,4675.0,High Value Customer,21.87,Low
0701-RFGFI,0.0,Low Risk,4674.6,High Value Customer,21.87,Low
9845-PEEKO,0.0,Low Risk,4672.8,High Value Customer,21.86,Low
9115-YQHGA,0.205,Low Risk,2044.0,Low Priority,21.86,Low
6467-CHFZW,0.0,Low Risk,4669.45,High Value Customer,21.85,Low
3948-KXDUF,0.01,Low Risk,4537.5,High Value Customer,21.83,Low
5275-PMFUT,0.0,Low Risk,4665.599999999999,High Value Customer,21.83,Low
8204-YJCLA,0.0,Low Risk,4665.599999999999,High Value Customer,21.83,Low
4393-RYCRE,0.0,Low Risk,4666.2,High Value Customer,21.83,Low
5820-PTRYM,0.065,Low Risk,3833.2,High Value Customer,21.83,Low
3932-IJWDZ,0.0,Low Risk,4664.25,High Value Customer,21.82,Low
9499-XPZXM,0.0,Low Risk,4662.0,High Value Customer,21.81,Low
9158-VCTQB,0.0,Low Risk,4657.599999999999,High Value Customer,21.79,Low
6166-YIPFO,0.0,Low Risk,4658.400000000001,High Value Customer,21.79,Low
3594-KADLU,0.355,Low Risk,105.3,Low Priority,21.79,Low
6821-JPCDC,0.0,Low Risk,4658.4,High Value Customer,21.79,Low
0292-WEGCH,0.0,Low Risk,4654.8,High Value Customer,21.78,Low
8626-PTQGE,0.04,Low Risk,4143.45,High Value Customer,21.78,Low
2014-MKGMH,0.0,Low Risk,4650.599999999999,High Value Customer,21.76,Low
6179-GJPSO,0.0,Low Risk,4650.45,High Value Customer,21.76,Low
5327-CNLUQ,0.0,Low Risk,4651.200000000001,High Value Customer,21.76,Low
4433-JCGCG,0.0,Low Risk,4646.0,High Value Customer,21.74,Low
5524-KHNJP,0.17,Low Risk,2466.75,Low Priority,21.74,Low
6322-PJJDJ,0.0,Low Risk,4645.2,High Value Customer,21.73,Low
5456-ITGIC,0.0,Low Risk,4640.400000000001,High Value Customer,21.71,Low
7860-KSUGX,0.0,Low Risk,4640.400000000001,High Value Customer,21.71,Low
7109-CQYUZ,0.0,Low Risk,4641.0,High Value Customer,21.71,Low
4139-DETXS,0.0,Low Risk,4640.400000000001,High Value Customer,21.71,Low
7197-VOJMM,0.0,Low Risk,4636.400000000001,High Value Customer,21.69,Low
7191-ADRGF,0.175,Low Risk,2389.2,Low Priority,21.68,Low
7641-EUYET,0.0,Low Risk,4632.2,High Value Customer,21.67,Low
1867-TJHTS,0.0,Low Risk,4628.4,High Value Customer,21.65,Low
8327-LZKAS,0.0,Low Risk,4624.65,High Value Customer,21.64,Low
4695-VADHF,0.28,Low Risk,1034.1,Low Priority,21.64,Low
2176-OSJUV,0.0,Low Risk,4625.650000000001,High Value Customer,21.64,Low
0420-TXVSG,0.02,Low Risk,4362.599999999999,High Value Customer,21.61,Low
9769-TSBZE,0.0,Low Risk,4620.0,High Value Customer,21.61,Low
8990-YOZLV,0.0,Low Risk,4616.1,High Value Customer,21.6,Low
2661-GKBTK,0.0,Low Risk,4617.0,High Value Customer,21.6,Low
4877-TSOFF,0.035,Low Risk,4166.25,High Value Customer,21.59,Low
2296-DKZFP,0.0,Low Risk,4615.0,High Value Customer,21.59,Low
5397-TUPSH,0.0,Low Risk,4611.75,High Value Customer,21.58,Low
6199-IWKGC,0.0,Low Risk,4611.5,High Value Customer,21.57,Low
1710-RCXUS,0.0,Low Risk,4607.849999999999,High Value Customer,21.56,Low
9610-WCESF,0.13,Low Risk,2941.3,Low Priority,21.56,Low
8190-ZTQFB,0.195,Low Risk,2105.35,Low Priority,21.55,Low
3658-QQJYD,0.0,Low Risk,4606.599999999999,High Value Customer,21.55,Low
9537-VHDTA,0.355,Low Risk,51.2,Low Priority,21.54,Low
7054-LGEQW,0.355,Low Risk,45.95,Low Priority,21.51,Low
9419-IPPBE,0.0,Low Risk,4597.650000000001,High Value Customer,21.51,Low
5002-GCQFH,0.0,Low Risk,4598.65,High Value Customer,21.51,Low
0481-SUMCB,0.0,Low Risk,4596.75,High Value Customer,21.51,Low
9068-VPWQQ,0.0,Low Risk,4596.349999999999,High Value Customer,21.5,Low
5204-HMGYF,0.025,Low Risk,4272.8,High Value Customer,21.49,Low
8631-WUXGY,0.0,Low Risk,4590.8,High Value Customer,21.48,Low
2403-BCASL,0.0,Low Risk,4589.95,High Value Customer,21.47,Low
4967-WPNCF,0.0,Low Risk,4586.400000000001,High Value Customer,21.46,Low
0572-ZJKLT,0.0,Low Risk,4583.900000000001,High Value Customer,21.45,Low
9168-INPSZ,0.0,Low Risk,4582.6,High Value Customer,21.44,Low
3563-SVYLG,0.025,Low Risk,4260.2,High Value Customer,21.43,Low
3512-IZIKN,0.0,Low Risk,4571.0,High Value Customer,21.38,Low
3957-HHLMR,0.0,Low Risk,4564.0,High Value Customer,21.35,Low
9254-RBFON,0.225,Low Risk,1676.1999999999998,Low Priority,21.34,Low
5056-FIMPT,0.0,Low Risk,4558.0,High Value Customer,21.32,Low
6250-CGGUN,0.0,Low Risk,4557.6,High Value Customer,21.32,Low
3050-RLLXC,0.0,Low Risk,4550.0,High Value Customer,21.29,Low
6362-QHAFM,0.0,Low Risk,4548.599999999999,High Value Customer,21.28,Low
9993-LHIEB,0.0,Low Risk,4545.95,High Value Customer,21.27,Low
8597-CTXVJ,0.0,Low Risk,4546.5,High Value Customer,21.27,Low
3259-KNMRR,0.0,Low Risk,4545.75,High Value Customer,21.27,Low
2274-XUATA,0.0,Low Risk,4543.2,High Value Customer,21.25,Low
9661-MHUMO,0.35,Low Risk,49.25,Low Priority,21.23,Low
7881-INRLC,0.0,Low Risk,4538.25,High Value Customer,21.23,Low
8671-KKKOS,0.19,Low Risk,2095.3,Low Priority,21.2,Low
0674-GCDXG,0.0,Low Risk,4529.700000000001,High Value Customer,21.19,Low
4869-EPIUS,0.0,Low Risk,4530.400000000001,High Value Customer,21.19,Low
0843-WTBXE,0.0,Low Risk,4528.85,High Value Customer,21.19,Low
8097-OMULG,0.0,Low Risk,4528.25,High Value Customer,21.18,Low
9565-FLVCG,0.0,Low Risk,4520.75,High Value Customer,21.15,Low
2535-PBCGC,0.0,Low Risk,4518.5,High Value Customer,21.14,Low
0853-NWIFK,0.0,Low Risk,4513.5,High Value Customer,21.12,Low
5351-QESIO,0.35,Low Risk,24.2,Low Priority,21.11,Low
8295-KMENE,0.0,Low Risk,4510.55,High Value Customer,21.1,Low
2828-SLQPF,0.285,Low Risk,855.0,Low Priority,21.1,Low
7838-LAZFO,0.075,Low Risk,3546.0,High Value Customer,21.09,Low
9233-PSYHO,0.0,Low Risk,4506.75,High Value Customer,21.08,Low
6893-ODYYE,0.0,Low Risk,4505.0,High Value Customer,21.08,Low
4890-VMUAV,0.0,Low Risk,4504.5,High Value Customer,21.07,Low
7501-IWUNG,0.0,Low Risk,4501.8,High Value Customer,21.06,Low
6542-LWGXJ,0.345,Low Risk,75.0,Low Priority,21.05,Low
1525-LNLOJ,0.025,Low Risk,4177.8,High Value Customer,21.05,Low
1206-EHBDD,0.0,Low Risk,4496.8,High Value Customer,21.04,Low
6680-NENYN,0.0,Low Risk,4497.8,High Value Customer,21.04,Low
7359-SSBJK,0.0,Low Risk,4492.8,High Value Customer,21.02,Low
4667-QONEA,0.0,Low Risk,4491.0,High Value Customer,21.01,Low
4713-ZBURT,0.0,Low Risk,4486.5,High Value Customer,20.99,Low
9677-AVKED,0.0,Low Risk,4483.799999999999,High Value Customer,20.98,Low
9154-QDGTH,0.0,Low Risk,4484.9,High Value Customer,20.98,Low
6968-GMKPR,0.0,Low Risk,4485.25,High Value Customer,20.98,Low
0604-THJFP,0.0,Low Risk,4481.05,High Value Customer,20.96,Low
3946-JEWRQ,0.0,Low Risk,4474.400000000001,High Value Customer,20.93,Low
4567-AKPIA,0.0,Low Risk,4473.099999999999,High Value Customer,20.93,Low
6968-MHOMU,0.145,Low Risk,2610.0,Low Priority,20.91,Low
1095-JUDTC,0.0,Low Risk,4467.349999999999,High Value Customer,20.9,Low
1142-IHLOO,0.0,Low Risk,4465.05,High Value Customer,20.89,Low
5130-YPIRV,0.0,Low Risk,4464.0,High Value Customer,20.88,Low
6732-FZUGP,0.0,Low Risk,4460.3,High Value Customer,20.87,Low
0689-DSXGL,0.0,Low Risk,4461.599999999999,High Value Customer,20.87,Low
4450-MDZFX,0.0,Low Risk,4461.0,High Value Customer,20.87,Low
7599-FKVXZ,0.0,Low Risk,4458.3,High Value Customer,20.86,Low
2558-BUOZZ,0.0,Low Risk,4455.599999999999,High Value Customer,20.84,Low
5973-EJGDP,0.0,Low Risk,4454.849999999999,High Value Customer,20.84,Low
5020-ZSTTY,0.0,Low Risk,4452.3,High Value Customer,20.83,Low
7481-ATQQS,0.0,Low Risk,4451.65,High Value Customer,20.83,Low
4640-UHDOS,0.29,Low Risk,727.35,Low Priority,20.8,Low
7856-GANIL,0.0,Low Risk,4441.5,High Value Customer,20.78,Low
1088-AUUZZ,0.015,Low Risk,4247.599999999999,High Value Customer,20.77,Low
4143-HHPMK,0.0,Low Risk,4438.2,High Value Customer,20.76,Low
9091-WTUUY,0.0,Low Risk,4432.0,High Value Customer,20.73,Low
7142-HVGBG,0.0,Low Risk,4429.0,High Value Customer,20.72,Low
4717-GHADL,0.035,Low Risk,3980.0,High Value Customer,20.72,Low
5131-PONJI,0.0,Low Risk,4429.6,High Value Customer,20.72,Low
8184-WMOFI,0.0,Low Risk,4426.8,High Value Customer,20.71,Low
2252-NKNSI,0.0,Low Risk,4427.8,High Value Customer,20.71,Low
8761-NSOBC,0.0,Low Risk,4424.2,High Value Customer,20.7,Low
9661-ACXBS,0.0,Low Risk,4418.400000000001,High Value Customer,20.67,Low
7789-HKSBS,0.0,Low Risk,4418.400000000001,High Value Customer,20.67,Low
5176-OLSKT,0.0,Low Risk,4415.400000000001,High Value Customer,20.66,Low
4554-YGZIH,0.0,Low Risk,4412.45,High Value Customer,20.64,Low
8757-TFHHJ,0.34,Low Risk,49.8,Low Priority,20.63,Low
0336-KXKFK,0.0,Low Risk,4406.400000000001,High Value Customer,20.61,Low
2578-JQPHZ,0.0,Low Risk,4404.4,High Value Customer,20.61,Low
2931-SVLTV,0.0,Low Risk,4404.0,High Value Customer,20.6,Low
4908-XAXAY,0.0,Low Risk,4402.65,High Value Customer,20.6,Low
6583-QGCSI,0.0,Low Risk,4402.5,High Value Customer,20.6,Low
9134-WYRVP,0.0,Low Risk,4403.849999999999,High Value Customer,20.6,Low
4102-HLENU,0.0,Low Risk,4398.55,High Value Customer,20.58,Low
8910-ICHIU,0.0,Low Risk,4399.900000000001,High Value Customer,20.58,Low
4672-FOTSD,0.28,Low Risk,807.0,Low Priority,20.58,Low
5320-BRKGK,0.0,Low Risk,4396.4,High Value Customer,20.57,Low
8805-JNRAZ,0.335,Low Risk,98.4,Low Priority,20.56,Low
6625-IUTTT,0.0,Low Risk,4391.849999999999,High Value Customer,20.55,Low
7722-VJRQD,0.0,Low Risk,4388.400000000001,High Value Customer,20.53,Low
4013-GUXND,0.3404999999999999,Low Risk,20.8,Low Priority,20.53,Low
0654-PQKDW,0.0,Low Risk,4386.5,High Value Customer,20.52,Low
0484-FFVBJ,0.18,Low Risk,2075.2,Low Priority,20.51,Low
4187-CINZD,0.0,Low Risk,4381.5,High Value Customer,20.5,Low
0361-HJRDX,0.0,Low Risk,4375.799999999999,High Value Customer,20.47,Low
6418-HNFED,0.01,Low Risk,4245.75,High Value Customer,20.46,Low
2834-SPCJV,0.0,Low Risk,4373.2,High Value Customer,20.46,Low
2432-TFSMK,0.215,Low Risk,1612.8,Low Priority,20.45,Low
2845-KDHVX,0.0,Low Risk,4371.2,High Value Customer,20.45,Low
2573-GYRUU,0.0,Low Risk,4370.4,High Value Customer,20.45,Low
6227-HWPWX,0.26,Low Risk,1035.0,Low Priority,20.44,Low
7148-XZPHA,0.0,Low Risk,4367.0,High Value Customer,20.43,Low
3898-GUYTS,0.0,Low Risk,4367.25,High Value Customer,20.43,Low
2379-GYFLQ,0.0,Low Risk,4365.400000000001,High Value Customer,20.42,Low
1530-ZTDOZ,0.185,Low Risk,1991.85,Low Priority,20.42,Low
3930-ZGWVE,0.3387,Low Risk,19.75,Low Priority,20.41,Low
7239-HZZCX,0.3387,Low Risk,19.75,Low Priority,20.41,Low
9600-NAXZN,0.0,Low Risk,4360.2,High Value Customer,20.4,Low
1084-MNSMJ,0.0,Low Risk,4360.5,High Value Customer,20.4,Low
9138-EFSMO,0.18,Low Risk,2052.7000000000003,Low Priority,20.4,Low
9919-YLNNG,0.0,Low Risk,4359.599999999999,High Value Customer,20.4,Low
9253-VIFJQ,0.0,Low Risk,4358.25,High Value Customer,20.39,Low
0337-CNPZE,0.0,Low Risk,4358.3,High Value Customer,20.39,Low
9281-CEDRU,0.0,Low Risk,4358.799999999999,High Value Customer,20.39,Low
8705-DWKTI,0.0,Low Risk,4357.599999999999,High Value Customer,20.39,Low
3911-RSNHI,0.0,Low Risk,4359.4,High Value Customer,20.39,Low
4973-RLZVI,0.165,Low Risk,2239.5,Low Priority,20.38,Low
0824-VWDPO,0.0,Low Risk,4353.75,High Value Customer,20.37,Low
2770-NSVDG,0.285,Low Risk,698.4000000000001,Low Priority,20.37,Low
2927-QRRQV,0.0,Low Risk,4353.900000000001,High Value Customer,20.37,Low
8144-DGHXP,0.0,Low Risk,4352.4,High Value Customer,20.36,Low
7113-HIPFI,0.0,Low Risk,4346.099999999999,High Value Customer,20.33,Low
8374-XGEJJ,0.0,Low Risk,4343.0,High Value Customer,20.32,Low
0531-XBKMM,0.0,Low Risk,4336.2,High Value Customer,20.29,Low
2040-OBMLJ,0.14,Low Risk,2532.7000000000003,Low Priority,20.25,Low
2451-YMUXS,0.0,Low Risk,4324.849999999999,High Value Customer,20.23,Low
9681-KYGYB,0.0,Low Risk,4321.8,High Value Customer,20.22,Low
0440-QEXBZ,0.165,Low Risk,2206.6,Low Priority,20.22,Low
9880-TDQAC,0.0,Low Risk,4320.0,High Value Customer,20.21,Low
0134-XWXCE,0.08,Low Risk,3293.4,High Value Customer,20.21,Low
6950-TWMYB,0.0,Low Risk,4317.3,High Value Customer,20.2,Low
9495-SKLKD,0.0,Low Risk,4317.75,High Value Customer,20.2,Low
3466-WAESX,0.25,Low Risk,1105.6,Low Priority,20.17,Low
5243-SAOTC,0.0,Low Risk,4311.9,High Value Customer,20.17,Low
8178-EYZUO,0.0,Low Risk,4310.2,High Value Customer,20.16,Low
9381-NDKME,0.26,Low Risk,975.6,Low Priority,20.16,Low
3915-ODIYG,0.0,Low Risk,4305.0,High Value Customer,20.14,Low
0885-HMGPY,0.0,Low Risk,4302.8,High Value Customer,20.13,Low
8023-QHAIO,0.0,Low Risk,4303.599999999999,High Value Customer,20.13,Low
7921-BEPCI,0.0,Low Risk,4302.0,High Value Customer,20.13,Low
7486-KSRVI,0.0,Low Risk,4300.0,High Value Customer,20.12,Low
8623-TMRBY,0.0,Low Risk,4294.2,High Value Customer,20.09,Low
2330-PQGDQ,0.0,Low Risk,4294.2,High Value Customer,20.09,Low
6987-XQSJT,0.0,Low Risk,4293.0,High Value Customer,20.08,Low
9851-QXEEQ,0.0,Low Risk,4292.7,High Value Customer,20.08,Low
2080-CAZNM,0.0,Low Risk,4280.400000000001,High Value Customer,20.03,Low
8952-WCVCD,0.0,Low Risk,4282.45,High Value Customer,20.03,Low
0813-TAXXS,0.0,Low Risk,4279.0,High Value Customer,20.02,Low
3720-DBRWL,0.0,Low Risk,4276.349999999999,High Value Customer,20.01,Low
5536-SLHPM,0.0,Low Risk,4276.25,High Value Customer,20.01,Low
3537-HPKQT,0.0,Low Risk,4276.25,High Value Customer,20.01,Low
7607-QKKTJ,0.0,Low Risk,4275.0,High Value Customer,20.0,Low
5206-XZZQI,0.0,Low Risk,4271.799999999999,High Value Customer,19.99,Low
1723-HKXJQ,0.0,Low Risk,4273.5,High Value Customer,19.99,Low
0916-KNFAJ,0.0,Low Risk,4263.900000000001,High Value Customer,19.95,Low
4332-MUOEZ,0.185,Low Risk,1886.0,Low Priority,19.92,Low
3069-SSVSN,0.33,Low Risk,25.85,Low Priority,19.92,Low
5076-YVXCM,0.0,Low Risk,4253.400000000001,High Value Customer,19.9,Low
2123-VSCOT,0.0,Low Risk,4253.9,High Value Customer,19.9,Low
9224-VTYID,0.0,Low Risk,4253.5,High Value Customer,19.9,Low
3585-YNADK,0.0,Low Risk,4252.2,High Value Customer,19.89,Low
4369-NYSCF,0.0,Low Risk,4242.0,High Value Customer,19.85,Low
6023-GSSXW,0.0,Low Risk,4240.05,High Value Customer,19.84,Low
8564-LDKFL,0.0,Low Risk,4240.0,High Value Customer,19.84,Low
0774-RMNUW,0.0,Low Risk,4238.7,High Value Customer,19.83,Low
9640-ZSLDC,0.08,Low Risk,3211.8,High Value Customer,19.83,Low
0691-NIKRI,0.0,Low Risk,4238.0,High Value Customer,19.83,Low
9220-CXRSC,0.0,Low Risk,4236.599999999999,High Value Customer,19.82,Low
3796-ENZGF,0.0,Low Risk,4236.75,High Value Customer,19.82,Low
8647-SDTWQ,0.0,Low Risk,4235.099999999999,High Value Customer,19.81,Low
6169-PGNCD,0.0,Low Risk,4235.099999999999,High Value Customer,19.81,Low
4942-VZZOM,0.0,Low Risk,4233.6,High Value Customer,19.81,Low
3154-CFSZG,0.0,Low Risk,4232.349999999999,High Value Customer,19.8,Low
1459-QNFQT,0.005,Low Risk,4165.0,High Value Customer,19.79,Low
5980-NOPLP,0.0,Low Risk,4228.4,High Value Customer,19.78,Low
1608-GMEWB,0.0,Low Risk,4225.5,High Value Customer,19.77,Low
7781-EWARA,0.0,Low Risk,4224.5,High Value Customer,19.76,Low
3194-ORPIK,0.0,Low Risk,4220.0,High Value Customer,19.74,Low
4701-AHWMW,0.095,Low Risk,3000.25,High Value Customer,19.74,Low
8216-AZUUZ,0.0,Low Risk,4216.8,High Value Customer,19.73,Low
5387-ASZNZ,0.0,Low Risk,4214.1,High Value Customer,19.72,Low
8548-AWOFC,0.0,Low Risk,4214.1,High Value Customer,19.72,Low
9055-MOJJJ,0.0,Low Risk,4211.2,High Value Customer,19.7,Low
9541-PWTWO,0.0,Low Risk,4209.400000000001,High Value Customer,19.69,Low
9356-AXGMP,0.0,Low Risk,4206.6,High Value Customer,19.68,Low
3161-ONRWK,0.02,Low Risk,3951.0,High Value Customer,19.68,Low
7055-HNEOJ,0.315,Low Risk,167.39999999999998,Low Priority,19.68,Low
3058-HJCUY,0.0,Low Risk,4206.599999999999,High Value Customer,19.68,Low
1309-XGFSN,0.0,Low Risk,4204.2,High Value Customer,19.67,Low
9842-EFSYY,0.31,Low Risk,228.8,Low Priority,19.67,Low
9308-ANMVE,0.125,Low Risk,2599.1,Low Priority,19.66,Low
9955-QOPOY,0.0,Low Risk,4195.2,High Value Customer,19.63,Low
4135-FRWKJ,0.0,Low Risk,4193.75,High Value Customer,19.62,Low
9412-GHEEC,0.0,Low Risk,4192.0,High Value Customer,19.61,Low
0725-CXOTM,0.075,Low Risk,3227.4,High Value Customer,19.6,Low
2270-CHBFN,0.0,Low Risk,4184.4,High Value Customer,19.58,Low
7432-FFVAR,0.0,Low Risk,4183.7,High Value Customer,19.57,Low
0093-XWZFY,0.0,Low Risk,4180.0,High Value Customer,19.56,Low
0419-YAAPX,0.0,Low Risk,4179.7,High Value Customer,19.55,Low
8985-OOPOS,0.32,Low Risk,74.1,Low Priority,19.55,Low
8019-ENHXU,0.0,Low Risk,4176.900000000001,High Value Customer,19.54,Low
5343-SGUBI,0.0,Low Risk,4170.400000000001,High Value Customer,19.51,Low
5371-VYLSX,0.0,Low Risk,4170.0,High Value Customer,19.51,Low
0580-PIQHM,0.0,Low Risk,4165.599999999999,High Value Customer,19.49,Low
4981-FLTMF,0.035,Low Risk,3716.4,High Value Customer,19.49,Low
6614-YOLAC,0.0,Low Risk,4164.15,High Value Customer,19.48,Low
8181-YHCMF,0.005,Low Risk,4100.4,High Value Customer,19.48,Low
3982-XWFZQ,0.16,Low Risk,2110.5,Low Priority,19.47,Low
0815-MFZGM,0.0,Low Risk,4158.0,High Value Customer,19.45,Low
8039-EQPIM,0.0,Low Risk,4157.25,High Value Customer,19.45,Low
3410-MHHUM,0.0,Low Risk,4153.6,High Value Customer,19.43,Low
7162-WPHPM,0.0,Low Risk,4152.799999999999,High Value Customer,19.43,Low
2541-YGPKE,0.115,Low Risk,2675.4,Low Priority,19.42,Low
6897-RWMUB,0.0,Low Risk,4151.05,High Value Customer,19.42,Low
7048-GXDAY,0.0,Low Risk,4149.6,High Value Customer,19.41,Low
7639-LIAYI,0.0,Low Risk,4147.0,High Value Customer,19.4,Low
9825-YCXWZ,0.0,Low Risk,4145.099999999999,High Value Customer,19.39,Low
3714-NTNFO,0.0,Low Risk,4140.5,High Value Customer,19.37,Low
6172-FECYY,0.0,Low Risk,4140.5,High Value Customer,19.37,Low
3787-TRIAL,0.28,Low Risk,547.0500000000001,Low Priority,19.36,Low
0114-IGABW,0.0,Low Risk,4135.75,High Value Customer,19.35,Low
1450-SKCVI,0.0,Low Risk,4135.599999999999,High Value Customer,19.35,Low
1205-WNWPJ,0.29,Low Risk,416.5,Low Priority,19.35,Low
0112-QWPNC,0.0,Low Risk,4133.15,High Value Customer,19.34,Low
2408-PSJVE,0.11,Low Risk,2723.6,Low Priority,19.34,Low
4138-NAXED,0.0,Low Risk,4131.0,High Value Customer,19.33,Low
8404-VIOMB,0.0,Low Risk,4125.0,High Value Customer,19.3,Low
3696-XRIEN,0.0,Low Risk,4125.0,High Value Customer,19.3,Low
5906-DVAPM,0.0,Low Risk,4125.0,High Value Customer,19.3,Low
6075-QMNRR,0.12,Low Risk,2587.0,Low Priority,19.3,Low
0993-OSGPT,0.0,Low Risk,4124.2,High Value Customer,19.29,Low
7306-YDSOI,0.0,Low Risk,4122.75,High Value Customer,19.29,Low
8331-ZXFOE,0.0,Low Risk,4123.799999999999,High Value Customer,19.29,Low
2309-OSFEU,0.295,Low Risk,339.0,Low Priority,19.29,Low
8111-SLLHI,0.0,Low Risk,4120.35,High Value Customer,19.28,Low
1960-UOTYM,0.0,Low Risk,4118.400000000001,High Value Customer,19.27,Low
3404-JNXAX,0.0,Low Risk,4118.25,High Value Customer,19.27,Low
5951-AOFIH,0.15,Low Risk,2191.2000000000003,Low Priority,19.25,Low
6898-MDLZW,0.27,Low Risk,645.0,Low Priority,19.22,Low
3352-ALMCK,0.0,Low Risk,4106.0,High Value Customer,19.21,Low
4849-PYRLQ,0.0,Low Risk,4102.0,High Value Customer,19.19,Low
7247-XOZPB,0.0,Low Risk,4102.200000000001,High Value Customer,19.19,Low
1936-CZAKF,0.13,Low Risk,2432.85,Low Priority,19.18,Low
0178-SZBHO,0.0,Low Risk,4098.400000000001,High Value Customer,19.17,Low
9357-UJRUN,0.21,Low Risk,1400.4,Low Priority,19.15,Low
2845-AFFTX,0.0,Low Risk,4091.8,High Value Customer,19.14,Low
8821-KVZKQ,0.0,Low Risk,4088.0,High Value Customer,19.13,Low
0943-ZQPXH,0.0,Low Risk,4089.8,High Value Customer,19.13,Low
8400-WZICQ,0.08,Low Risk,3063.5,High Value Customer,19.13,Low
0840-DCNZE,0.0,Low Risk,4086.65,High Value Customer,19.12,Low
6164-HAQTX,0.02,Low Risk,3830.45,High Value Customer,19.12,Low
5693-PIPCS,0.0,Low Risk,4085.65,High Value Customer,19.11,Low
1837-YQUCE,0.0,Low Risk,4084.5,High Value Customer,19.11,Low
2359-QWQUL,0.0,Low Risk,4083.3,High Value Customer,19.1,Low
3740-RLMVT,0.0,Low Risk,4083.65,High Value Customer,19.1,Low
0743-HRVFF,0.095,Low Risk,2863.65,Low Priority,19.1,Low
5600-PDUJF,0.295,Low Risk,297.0,Low Priority,19.09,Low
1591-NFNLQ,0.0,Low Risk,4080.0,High Value Customer,19.09,Low
9833-TGFHX,0.0,Low Risk,4078.2,High Value Customer,19.08,Low
5795-BKOYE,0.0,Low Risk,4077.9,High Value Customer,19.08,Low
0872-CASZJ,0.0,Low Risk,4076.9,High Value Customer,19.07,Low
2474-BRUCM,0.0,Low Risk,4074.0,High Value Customer,19.06,Low
8401-EMUWF,0.09,Low Risk,2914.8,Low Priority,19.04,Low
4295-YURET,0.0,Low Risk,4065.6,High Value Customer,19.02,Low
0556-FJEGU,0.0,Low Risk,4065.8,High Value Customer,19.02,Low
9699-UBQFS,0.0,Low Risk,4063.5,High Value Customer,19.01,Low
0549-CYCQN,0.0,Low Risk,4059.6,High Value Customer,18.99,Low
8597-CWYHH,0.0,Low Risk,4057.05,High Value Customer,18.98,Low
6872-HXFNF,0.025,Low Risk,3734.4,High Value Customer,18.97,Low
2969-VAPYH,0.0,Low Risk,4053.5,High Value Customer,18.96,Low
0533-UCAAU,0.0,Low Risk,4052.7,High Value Customer,18.96,Low
4289-DTDKW,0.0,Low Risk,4052.0,High Value Customer,18.96,Low
5229-DTFYB,0.0,Low Risk,4050.8,High Value Customer,18.95,Low
5317-FLPJF,0.0,Low Risk,4049.1,High Value Customer,18.94,Low
6695-FRVEC,0.0,Low Risk,4046.8,High Value Customer,18.93,Low
0214-JHPFW,0.0,Low Risk,4046.0,High Value Customer,18.93,Low
3452-ABWRL,0.0,Low Risk,4044.35,High Value Customer,18.92,Low
4039-PIMHX,0.125,Low Risk,2440.2,Low Priority,18.92,Low
1221-GHZEP,0.0,Low Risk,4036.2,High Value Customer,18.88,Low
9801-GDWGV,0.0,Low Risk,4034.55,High Value Customer,18.88,Low
3128-YOVTD,0.0,Low Risk,4036.65,High Value Customer,18.88,Low
5993-JSUWV,0.0,Low Risk,4035.9,High Value Customer,18.88,Low
1866-RZZQS,0.0,Low Risk,4034.4,High Value Customer,18.87,Low
6288-CHQJB,0.02,Low Risk,3777.3,High Value Customer,18.87,Low
3594-UVONA,0.08,Low Risk,3008.25,High Value Customer,18.87,Low
9209-NWPGU,0.09,Low Risk,2877.6000000000004,Low Priority,18.86,Low
